#+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
# jac2dat - Convert .jac/.jca files to various data formats
# jac2dat v1.04 (2020-07-18)
# Perl v5.30.1
# Current time: 2020-07-18 17:45:34
#
# Jaewoong Jang
# jangj@korea.ac.kr
#+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

#---------------------------------------------------------------------
# Gamma-ray detector
#---------------------------------------------------------------------
# Detector ID:    det01
# Detector model: GEM (manufacturer: ORTEC, distributor: Seiko EG&G)
#---------------------------------------------------------------------
#---------------------------------------------------------------------
# Calibration functions
#---------------------------------------------------------------------
# Energy calibration date: 2018-04-19 14:19:21
# Energy (keV)   = 6.942824e-001 + 4.994878e-001*$ch + 6.919887e-008*$ch**2
# Peak FWHM (ch) = 2.076851e+000 + 8.814739e-003*sqrt($nrg) + 1.204853e-003*$nrg
#
# Efficiency calibration date: 2018-04-19 14:22:21
# Efficiency expression: fitted
# det_eff_knee: 180 keV
# det_eff_bef_knee (cnt/gam)  = exp(-3.824022e+001 + 1.427534e+001*ln($nrg) - 1.452642e+000*ln($nrg)**2)
# det_eff_from_knee (cnt/gam) = exp(1.470955e+000 - 1.018902e+000*ln($nrg) + 1.995309e-002*ln($nrg)**2)
#---------------------------------------------------------------------
#---------------------------------------------------------------------
# Time information
#---------------------------------------------------------------------
# Live time (duration): 1200 s
# Real time (duration): 1209 s
# Acquired time:        2019-01-17 11:15:30
#---------------------------------------------------------------------

#-----------------------------------------------------------------------------------------------------------------------------------------------
# Channel | Gamma energy | Peak FWHM | Peak efficiency | Count       | Count per second or "cps" | Gamma           | Gamma per second or "gps"
# (ch)    | (keV)        | (ch)      | (cnt gam^{-1})  | (cnt)       | (cnt sec^{-1})            | (gam)           | (gam sec^{-1})           
#-----------------------------------------------------------------------------------------------------------------------------------------------
370          185.5142417   2.4204283      0.0366419339       9793.30                     8.16108      267270.28185                   222.72523
371          186.0137808   2.4211917      0.0365621675        838.11                     0.69842       22922.87511                    19.10240
372          186.5133200   2.4219549      0.0364827985      28044.11                    23.37009      768694.04666                   640.57837
373          187.0128594   2.4227179      0.0364038237      27538.93                    22.94911      756484.54428                   630.40379
374          187.5123989   2.4234807      0.0363252402      24815.91                    20.67993      683158.86833                   569.29906
375          188.0119385   2.4242432      0.0362470450      35911.37                    29.92614      990739.24578                   825.61604
376          188.5114783   2.4250055      0.0361692350       2240.14                     1.86678       61934.95655                    51.61246
377          189.0110182   2.4257677      0.0360918074      47495.60                    39.57967     1315966.23611                  1096.63853
378          189.5105582   2.4265296      0.0360147593       7144.50                     5.95375      198377.00246                   165.31417
379          190.0100984   2.4272913      0.0359380878      13635.00                    11.36250      379402.49007                   316.16874
380          190.5096387   2.4280527      0.0358617900       5601.39                     4.66783      156193.82069                   130.16152
381          191.0091792   2.4288140      0.0357858632      35395.46                    29.49622      989090.57548                   824.24215
382          191.5087198   2.4295751      0.0357103045      36915.96                    30.76330     1033762.11837                   861.46843
383          192.0082605   2.4303360      0.0356351112      25777.82                    21.48152      723382.61784                   602.81885
384          192.5078014   2.4310966      0.0355602805      15808.25                    13.17354      444547.95553                   370.45663
385          193.0073424   2.4318571      0.0354858098       1759.22                     1.46602       49575.30937                    41.31276
386          193.5068836   2.4326173      0.0354116964      22896.94                    19.08078      646592.57590                   538.82715
387          194.0064248   2.4333774      0.0353379376      43011.45                    35.84287     1217146.58171                  1014.28882
388          194.5059663   2.4341372      0.0352645309       4330.20                     3.60850      122791.93548                   102.32661
389          195.0055078   2.4348968      0.0351914735       4246.44                     3.53870      120666.72901                   100.55561
390          195.5050495   2.4356563      0.0351187630      27257.77                    22.71481      776159.74038                   646.79978
391          196.0045914   2.4364155      0.0350463968      44891.96                    37.40997     1280929.39775                  1067.44116
392          196.5041334   2.4371745      0.0349743724      17556.30                    14.63025      501976.12649                   418.31344
393          197.0036755   2.4379334      0.0349026873      19645.06                    16.37088      562852.36217                   469.04364
394          197.5032178   2.4386920      0.0348313390      41023.56                    34.18630     1177777.28799                   981.48107
395          198.0027602   2.4394505      0.0347603251      33792.12                    28.16010      972146.25911                   810.12188
396          198.5023027   2.4402087      0.0346896431      41822.67                    34.85222     1205624.10689                  1004.68676
397          199.0018454   2.4409667      0.0346192907      28391.32                    23.65943      820101.14670                   683.41762
398          199.5013882   2.4417246      0.0345492655      23976.00                    19.98000      693965.54975                   578.30462
399          200.0009311   2.4424822      0.0344795651      34895.86                    29.07988     1012073.67160                   843.39473
400          200.5004742   2.4432397      0.0344101871        512.12                     0.42677       14882.80194                    12.40233
401          201.0000174   2.4439970      0.0343411294      32349.18                    26.95765      941995.22652                   784.99602
402          201.4995608   2.4447540      0.0342723896      17939.59                    14.94966      523441.46975                   436.20122
403          201.9991043   2.4455109      0.0342039655        825.27                     0.68773       24127.90413                    20.10659
404          202.4986480   2.4462676      0.0341358547      14027.57                    11.68964      410933.60959                   342.44467
405          202.9981917   2.4470241      0.0340680552       7146.16                     5.95513      209761.31347                   174.80109
406          203.4977357   2.4477804      0.0340005646      18386.86                    15.32238      540781.01978                   450.65085
407          203.9972797   2.4485366      0.0339333809      39822.12                    33.18510     1173538.23870                   977.94853
408          204.4968239   2.4492925      0.0338665018      28626.45                    23.85538      845273.30877                   704.39442
409          204.9963683   2.4500482      0.0337999252      12687.87                    10.57323      375381.60005                   312.81800
410          205.4959127   2.4508038      0.0337336490      33911.89                    28.25991     1005283.77375                   837.73648
411          205.9954573   2.4515592      0.0336676712      24974.69                    20.81224      741800.34209                   618.16695
412          206.4950021   2.4523143      0.0336019896      16634.70                    13.86225      495051.04349                   412.54254
413          206.9945470   2.4530693      0.0335366021       3162.29                     2.63524       94293.69102                    78.57808
414          207.4940920   2.4538242      0.0334715069      26544.15                    22.12013      793037.19783                   660.86433
415          207.9936372   2.4545788      0.0334067017      23208.41                    19.34034      694723.17910                   578.93598
416          208.4931825   2.4553332      0.0333421847      11747.03                     9.78919      352317.34580                   293.59779
417          208.9927279   2.4560875      0.0332779538       7609.50                     6.34125      228664.90092                   190.55408
418          209.4922735   2.4568416      0.0332140071       2791.51                     2.32626       84046.16749                    70.03847
419          209.9918192   2.4575955      0.0331503426      45693.37                    38.07781     1378367.95732                  1148.63996
420          210.4913651   2.4583492      0.0330869584      32997.81                    27.49817      997305.63216                   831.08803
421          210.9909111   2.4591028      0.0330238527      11162.36                     9.30197      338009.01746                   281.67418
422          211.4904572   2.4598561      0.0329610235      21109.28                    17.59107      640431.56999                   533.69297
423          211.9900035   2.4606093      0.0328984689      26613.14                    22.17762      808947.67811                   674.12307
424          212.4895499   2.4613623      0.0328361871      27183.93                    22.65328      827865.00013                   689.88750
425          212.9890964   2.4621151      0.0327741762      19695.32                    16.41277      600940.20015                   500.78350
426          213.4886431   2.4628678      0.0327124344      31023.88                    25.85323      948381.87746                   790.31823
427          213.9881900   2.4636203      0.0326509600      33874.48                    28.22873     1037472.71058                   864.56059
428          214.4877369   2.4643726      0.0325897511      32405.96                    27.00497      994360.46243                   828.63372
429          214.9872840   2.4651247      0.0325288060      29154.49                    24.29541      896266.83556                   746.88903
430          215.4868313   2.4658766      0.0324681228      27047.28                    22.53940      833041.07673                   694.20090
431          215.9863787   2.4666284      0.0324076999         51.02                     0.04252        1574.31722                     1.31193
432          216.4859262   2.4673800      0.0323475356      22748.39                    18.95699      703249.55543                   586.04130
433          216.9854738   2.4681315      0.0322876280       5007.56                     4.17297      155092.22293                   129.24352
434          217.4850216   2.4688827      0.0322279756      38962.25                    32.46854     1208957.41404                  1007.46451
435          217.9845696   2.4696338      0.0321685766        494.58                     0.41215       15374.63117                    12.81219
436          218.4841176   2.4703847      0.0321094293      22825.03                    19.02086      710851.31261                   592.37609
437          218.9836658   2.4711355      0.0320505323       6285.63                     5.23803      196116.24389                   163.43020
438          219.4832142   2.4718861      0.0319918836      27935.53                    23.27961      873206.78934                   727.67232
439          219.9827627   2.4726365      0.0319334819      22999.58                    19.16632      720234.01874                   600.19502
440          220.4823113   2.4733867      0.0318753254       1637.38                     1.36448       51368.25989                    42.80688
441          220.9818601   2.4741368      0.0318174126       4831.47                     4.02623      151849.87107                   126.54156
442          221.4814090   2.4748867      0.0317597419      18405.29                    15.33774      579516.36010                   482.93030
443          221.9809580   2.4756364      0.0317023116       7532.83                     6.27736      237611.37939                   198.00948
444          222.4805072   2.4763860      0.0316451204      11809.61                     9.84134      373188.97353                   310.99081
445          222.9800565   2.4771354      0.0315881666       2695.47                     2.24622       85331.63812                    71.10970
446          223.4796060   2.4778847      0.0315314487      19128.31                    15.94026      606642.28260                   505.53524
447          223.9791556   2.4786338      0.0314749652      39051.70                    32.54308     1240722.58055                  1033.93548
448          224.4787053   2.4793827      0.0314187145      23731.44                    19.77620      755328.16492                   629.44014
449          224.9782552   2.4801314      0.0313626953      15020.19                    12.51683      478918.97813                   399.09915
450          225.4778052   2.4808800      0.0313069061      26389.00                    21.99083      842913.06050                   702.42755
451          225.9773553   2.4816284      0.0312513453      28433.71                    23.69476      909839.55296                   758.19963
452          226.4769056   2.4823767      0.0311960115      16582.78                    13.81898      531567.31289                   442.97276
453          226.9764560   2.4831248      0.0311409033      28406.73                    23.67227      912199.93574                   760.16661
454          227.4760066   2.4838728      0.0310860193      30877.07                    25.73089      993278.35120                   827.73196
455          227.9755573   2.4846205      0.0310313581      15872.29                    13.22691      511491.95506                   426.24330
456          228.4751081   2.4853682      0.0309769182      20506.11                    17.08843      661980.31352                   551.65026
457          228.9746591   2.4861156      0.0309226983      20555.22                    17.12935      664729.18481                   553.94099
458          229.4742102   2.4868629      0.0308686969      30123.03                    25.10252      975843.91293                   813.20326
459          229.9737615   2.4876101      0.0308149128      13679.46                    11.39955      443923.37142                   369.93614
460          230.4733129   2.4883571      0.0307613446       6009.64                     5.00803      195363.37148                   162.80281
461          230.9728644   2.4891039      0.0307079910      19489.11                    16.24093      634659.23304                   528.88269
462          231.4724161   2.4898506      0.0306548505       4322.23                     3.60186      140996.60989                   117.49717
463          231.9719679   2.4905971      0.0306019220      12494.80                    10.41233      408301.15240                   340.25096
464          232.4715198   2.4913435      0.0305492040      14961.31                    12.46776      489744.67590                   408.12056
465          232.9710719   2.4920897      0.0304966953      26478.80                    22.06567      868251.45328                   723.54288
466          233.4706241   2.4928358      0.0304443946      33245.35                    27.70446     1092002.33558                   910.00195
467          233.9701765   2.4935817      0.0303923006      21529.39                    17.94116      708383.02978                   590.31919
468          234.4697290   2.4943274      0.0303404121      13956.74                    11.63062      460004.95786                   383.33746
469          234.9692817   2.4950730      0.0302887278       2238.35                     1.86529       73900.42965                    61.58369
470          235.4688344   2.4958184      0.0302372465     116704.83                    97.25402     3859638.14628                  3216.36512
471          235.9683873   2.4965637      0.0301859669      96954.51                    80.79542     3211906.72343                  2676.58894
472          236.4679404   2.4973089      0.0301348878     216941.59                   180.78466     7199017.68074                  5999.18140
473          236.9674936   2.4980539      0.0300840080      99712.20                    83.09350     3314458.63391                  2762.04886
474          237.4670469   2.4987987      0.0300333263        579.94                     0.48328       19309.88246                    16.09157
475          237.9666004   2.4995434      0.0299828414      18548.81                    15.45734      618647.50332                   515.53959
476          238.4661540   2.5002879      0.0299325523       2538.20                     2.11517       84797.31271                    70.66443
477          238.9657077   2.5010323      0.0298824578      27945.49                    23.28791      935180.44039                   779.31703
478          239.4652616   2.5017766      0.0298325565      11346.02                     9.45502      380323.42225                   316.93619
479          239.9648157   2.5025207      0.0297828476      24441.06                    20.36755      820642.14828                   683.86846
480          240.4643698   2.5032646      0.0297333296      19226.66                    16.02222      646636.62753                   538.86386
481          240.9639241   2.5040084      0.0296840016      20462.37                    17.05197      689340.01029                   574.45001
482          241.4634786   2.5047521      0.0296348625      20853.48                    17.37790      703680.67432                   586.40056
483          241.9630331   2.5054956      0.0295859110      15884.76                    13.23730      536902.85286                   447.41904
484          242.4625879   2.5062389      0.0295371460      20269.01                    16.89084      686221.00367                   571.85084
485          242.9621427   2.5069821      0.0294885666      28616.32                    23.84693      970420.85491                   808.68405
486          243.4616977   2.5077252      0.0294401715       3733.13                     3.11094      126803.94872                   105.66996
487          243.9612528   2.5084681      0.0293919598      24056.32                    20.04693      818466.00910                   682.05501
488          244.4608081   2.5092109      0.0293439302      25806.43                    21.50536      879446.95258                   732.87246
489          244.9603635   2.5099536      0.0292960818       8146.61                     6.78884      278078.48330                   231.73207
490          245.4599190   2.5106961      0.0292484135      24080.28                    20.06690      823302.09026                   686.08508
491          245.9594747   2.5114384      0.0292009243        401.24                     0.33437       13740.66094                    11.45055
492          246.4590306   2.5121806      0.0291536131       4632.44                     3.86037      158897.62924                   132.41469
493          246.9585865   2.5129227      0.0291064788       7574.96                     6.31247      260249.96185                   216.87497
494          247.4581426   2.5136646      0.0290595205      25916.34                    21.59695      891836.46359                   743.19705
495          247.9576989   2.5144064      0.0290127371      10746.73                     8.95561      370414.20641                   308.67851
496          248.4572552   2.5151480      0.0289661277      10900.04                     9.08337      376302.97430                   313.58581
497          248.9568117   2.5158895      0.0289196912        761.48                     0.63457       26330.84828                    21.94237
498          249.4563684   2.5166309      0.0288734266       7622.18                     6.35182      263985.98678                   219.98832
499          249.9559252   2.5173721      0.0288273329      29568.47                    24.64039     1025709.52744                   854.75794
500          250.4554821   2.5181132      0.0287814092       2453.11                     2.04426       85232.44928                    71.02704
501          250.9550392   2.5188542      0.0287356545      10722.26                     8.93522      373134.35821                   310.94530
502          251.4545964   2.5195950      0.0286900678      21657.29                    18.04774      754870.64467                   629.05887
503          251.9541537   2.5203356      0.0286446482      18596.67                    15.49722      649219.70225                   541.01642
504          252.4537112   2.5210762      0.0285993948      14757.09                    12.29758      515993.08722                   429.99424
505          252.9532688   2.5218166      0.0285543065       6232.91                     5.19409      218282.66090                   181.90222
506          253.4528266   2.5225568      0.0285093825       2193.31                     1.82776       76932.91861                    64.11077
507          253.9523845   2.5232969      0.0284646217      19023.65                    15.85304      668326.11261                   556.93843
508          254.4519425   2.5240369      0.0284200234      19747.60                    16.45633      694848.12487                   579.04010
509          254.9515007   2.5247768      0.0283755866        483.63                     0.40303       17043.87670                    14.20323
510          255.4510590   2.5255165      0.0283313104      27709.28                    23.09107      978044.41793                   815.03701
511          255.9506175   2.5262561      0.0282871939      12733.48                    10.61123      450149.98861                   375.12499
512          256.4501761   2.5269955      0.0282432361      27074.89                    22.56241      958632.71030                   798.86059
513          256.9497348   2.5277349      0.0281994363      20788.60                    17.32383      737199.13335                   614.33261
514          257.4492937   2.5284740      0.0281557935       3862.72                     3.21893      137190.94795                   114.32579
515          257.9488527   2.5292131      0.0281123069       3706.40                     3.08867      131842.61325                   109.86884
516          258.4484118   2.5299520      0.0280689755        637.18                     0.53098       22700.50790                    18.91709
517          258.9479711   2.5306908      0.0280257986      10919.10                     9.09925      389608.88007                   324.67407
518          259.4475305   2.5314294      0.0279827752      23118.69                    19.26557      826175.73824                   688.47978
519          259.9470901   2.5321680      0.0279399046      29615.36                    24.67947     1059966.39474                   883.30533
520          260.4466498   2.5329064      0.0278971859       4551.55                     3.79296      163154.44896                   135.96204
521          260.9462096   2.5336446      0.0278546183       6788.20                     5.65683      243701.05982                   203.08422
522          261.4457696   2.5343827      0.0278122009       8256.30                     6.88025      296858.92296                   247.38244
523          261.9453297   2.5351207      0.0277699329        105.59                     0.08799        3802.31383                     3.16859
524          262.4448899   2.5358586      0.0277278135       3096.77                     2.58064      111684.60875                    93.07051
525          262.9444503   2.5365964      0.0276858419       5604.78                     4.67065      202442.10119                   168.70175
526          263.4440109   2.5373340      0.0276440172      20333.48                    16.94457      735547.21919                   612.95602
527          263.9435715   2.5380715      0.0276023388       9744.18                     8.12015      353020.08563                   294.18340
528          264.4431323   2.5388088      0.0275608057      20693.04                    17.24420      750814.04388                   625.67837
529          264.9426933   2.5395460      0.0275194173      15737.00                    13.11417      571850.77140                   476.54231
530          265.4422544   2.5402831      0.0274781727      17306.28                    14.42190      629819.17368                   524.84931
531          265.9418156   2.5410201      0.0274370711      12516.18                    10.43015      456177.70045                   380.14808
532          266.4413769   2.5417570      0.0273961118       7560.97                     6.30081      275986.97402                   229.98915
533          266.9409384   2.5424937      0.0273552941       4524.81                     3.77068      165408.93294                   137.84078
534          267.4405001   2.5432303      0.0273146171      21142.53                    17.61877      774037.21067                   645.03101
535          267.9400618   2.5439667      0.0272740801      15670.19                    13.05849      574545.13431                   478.78761
536          268.4396238   2.5447031      0.0272336824      19234.39                    16.02866      706272.09900                   588.56008
537          268.9391858   2.5454393      0.0271934232       8395.18                     6.99598      308720.97094                   257.26748
538          269.4387480   2.5461754      0.0271533017      13473.96                    11.22830      496218.10734                   413.51509
539          269.9383103   2.5469114      0.0271133174       3930.45                     3.27537      144963.81772                   120.80318
540          270.4378728   2.5476472      0.0270734694       3074.43                     2.56202      113558.77441                    94.63231
541          270.9374354   2.5483829      0.0270337569      21825.48                    18.18790      807341.72618                   672.78477
542          271.4369981   2.5491185      0.0269941794       6581.16                     5.48430      243799.22412                   203.16602
543          271.9365610   2.5498540      0.0269547361        847.51                     0.70626       31441.96987                    26.20164
544          272.4361240   2.5505894      0.0269154262       5386.22                     4.48852      200116.46680                   166.76372
545          272.9356872   2.5513246      0.0268762492       9479.00                     7.89917      352690.58364                   293.90882
546          273.4352505   2.5520597      0.0268372042      14608.41                    12.17367      544334.27245                   453.61189
547          273.9348139   2.5527947      0.0267982906       1043.59                     0.86966       38942.40932                    32.45201
548          274.4343775   2.5535296      0.0267595077      18241.85                    15.20154      681696.02483                   568.08002
549          274.9339412   2.5542643      0.0267208548       4988.24                     4.15687      186679.65669                   155.56638
550          275.4335051   2.5549990      0.0266823313        430.83                     0.35902       16146.64009                    13.45553
551          275.9330690   2.5557335      0.0266439364       6379.92                     5.31660      239451.10409                   199.54259
552          276.4326332   2.5564679      0.0266056696       8630.55                     7.19212      324387.62564                   270.32302
553          276.9321974   2.5572021      0.0265675302      29659.97                    24.71664     1116399.22179                   930.33268
554          277.4317618   2.5579363      0.0265295174       2432.19                     2.02683       91678.63719                    76.39886
555          277.9313264   2.5586703      0.0264916307        735.56                     0.61297       27765.75022                    23.13813
556          278.4308911   2.5594042      0.0264538693      10811.39                     9.00949      408688.41767                   340.57368
557          278.9304559   2.5601380      0.0264162328       6415.31                     5.34609      242854.84078                   202.37903
558          279.4300208   2.5608717      0.0263787203       3460.16                     2.88347      131172.39813                   109.31033
559          279.9295859   2.5616052      0.0263413313        802.65                     0.66887       30471.12505                    25.39260
560          280.4291512   2.5623387      0.0263040652       3588.09                     2.99008      136408.19310                   113.67349
561          280.9287165   2.5630720      0.0262669212      12799.95                    10.66662      487303.01814                   406.08585
562          281.4282820   2.5638052      0.0262298989       8321.39                     6.93449      317248.26781                   264.37356
563          281.9278477   2.5645383      0.0261929976       3871.16                     3.22597      147793.69889                   123.16142
564          282.4274135   2.5652713      0.0261562166      20890.97                    17.40914      798699.99132                   665.58333
565          282.9269794   2.5660042      0.0261195554       3078.90                     2.56575      117877.19770                    98.23100
566          283.4265455   2.5667369      0.0260830134      15800.71                    13.16726      605785.44974                   504.82121
567          283.9261117   2.5674695      0.0260465899      10239.68                     8.53307      393129.38989                   327.60782
568          284.4256780   2.5682020      0.0260102844       8496.56                     7.08047      326661.55718                   272.21796
569          284.9252445   2.5689344      0.0259740962       7619.11                     6.34926      293334.94158                   244.44578
570          285.4248111   2.5696667      0.0259380249      18243.83                    15.20319      703362.34557                   586.13529
571          285.9243779   2.5703989      0.0259020697      14168.80                    11.80733      547014.20310                   455.84517
572          286.4239448   2.5711310      0.0258662301       8998.03                     7.49836      347867.85563                   289.88988
573          286.9235118   2.5718629      0.0258305056       8721.10                     7.26758      337627.92500                   281.35660
574          287.4230790   2.5725947      0.0257948955       1087.95                     0.90663       42176.94928                    35.14746
575          287.9226463   2.5733265      0.0257593994       4917.74                     4.09812      190910.50738                   159.09209
576          288.4222137   2.5740581      0.0257240165      14302.93                    11.91911      556014.64839                   463.34554
577          288.9217813   2.5747896      0.0256887465      10354.43                     8.62869      403072.60679                   335.89384
578          289.4213490   2.5755209      0.0256535886        294.17                     0.24514       11467.01167                     9.55584
579          289.9209169   2.5762522      0.0256185424      16349.83                    13.62486      638202.97542                   531.83581
580          290.4204849   2.5769834      0.0255836073      11837.79                     9.86483      462709.96269                   385.59164
581          290.9200530   2.5777144      0.0255487828       7928.98                     6.60748      310346.68276                   258.62224
582          291.4196213   2.5784454      0.0255140683        534.86                     0.44572       20963.33650                    17.46945
583          291.9191897   2.5791762      0.0254794633      14566.46                    12.13872      571694.14495                   476.41179
584          292.4187583   2.5799069      0.0254449673      13985.07                    11.65423      549620.27879                   458.01690
585          292.9183270   2.5806375      0.0254105796       4594.71                     3.82892      180818.77983                   150.68232
586          293.4178958   2.5813680      0.0253762998      28655.63                    23.87969     1129228.06609                   941.02339
587          293.9174648   2.5820984      0.0253421274      18206.69                    15.17224      718435.73675                   598.69645
588          294.4170339   2.5828287      0.0253080619        974.62                     0.81218       38510.25830                    32.09188
589          294.9166031   2.5835589      0.0252741026       1130.97                     0.94248       44748.17628                    37.29015
590          295.4161725   2.5842889      0.0252402492       8446.61                     7.03884      334648.43922                   278.87370
591          295.9157421   2.5850189      0.0252065011      10560.63                     8.80052      418964.53521                   349.13711
592          296.4153117   2.5857487      0.0251728577        896.48                     0.74707       35612.96101                    29.67747
593          296.9148815   2.5864785      0.0251393186      13768.73                    11.47394      547697.02399                   456.41419
594          297.4144515   2.5872081      0.0251058833       9073.74                     7.56145      361418.87049                   301.18239
595          297.9140215   2.5879376      0.0250725513       1374.48                     1.14540       54820.10912                    45.68342
596          298.4135917   2.5886671      0.0250393221      22105.07                    18.42089      882814.23508                   735.67853
597          298.9131621   2.5893964      0.0250061952      10318.15                     8.59846      412623.74867                   343.85312
598          299.4127326   2.5901256      0.0249731701       5249.96                     4.37497      210224.01176                   175.18668
599          299.9123032   2.5908547      0.0249402463      13784.96                    11.48747      552719.48172                   460.59957
600          300.4118740   2.5915837      0.0249074233      11632.06                     9.69338      467011.77578                   389.17648
601          300.9114449   2.5923126      0.0248747007       7272.24                     6.06020      292354.87398                   243.62906
602          301.4110159   2.5930414      0.0248420780       7336.43                     6.11369      295322.71779                   246.10226
603          301.9105871   2.5937700      0.0248095547      26179.97                    21.81664     1055237.39854                   879.36450
604          302.4101585   2.5944986      0.0247771304      12215.77                    10.17981      493026.02079                   410.85502
605          302.9097299   2.5952271      0.0247448045      11011.34                     9.17612      444996.03936                   370.83003
606          303.4093015   2.5959554      0.0247125766      13031.12                    10.85927      527307.21650                   439.42268
607          303.9088733   2.5966837      0.0246804463      21930.24                    18.27520      888567.39923                   740.47283
608          304.4084451   2.5974119      0.0246484131       3887.89                     3.23991      157733.88676                   131.44491
609          304.9080171   2.5981399      0.0246164765       3182.89                     2.65241      129299.17079                   107.74931
610          305.4075893   2.5988679      0.0245846361       3052.84                     2.54403      124176.74141                   103.48062
611          305.9071616   2.5995957      0.0245528914      18708.40                    15.59033      761963.21122                   634.96934
612          306.4067340   2.6003235      0.0245212420       9156.41                     7.63034      373407.26793                   311.17272
613          306.9063066   2.6010511      0.0244896875      12306.82                    10.25568      502530.70784                   418.77559
614          307.4058793   2.6017787      0.0244582274       5480.34                     4.56695      224069.38637                   186.72449
615          307.9054521   2.6025061      0.0244268612       3719.15                     3.09929      152256.56577                   126.88047
616          308.4050251   2.6032334      0.0243955886       1736.69                     1.44724       71188.69033                    59.32391
617          308.9045982   2.6039607      0.0243644090      11455.29                     9.54608      470164.90278                   391.80409
618          309.4041715   2.6046878      0.0243333221      15173.85                    12.64488      623583.16337                   519.65264
619          309.9037449   2.6054149      0.0243023275      14362.06                    11.96838      590974.67080                   492.47889
620          310.4033184   2.6061418      0.0242714247      11311.90                     9.42658      466058.34415                   388.38195
621          310.9028921   2.6068686      0.0242406133       5139.32                     4.28277      212012.78802                   176.67732
622          311.4024659   2.6075954      0.0242098928       3303.48                     2.75290      136451.65748                   113.70971
623          311.9020399   2.6083220      0.0241792629      16669.50                    13.89125      689413.07556                   574.51090
624          312.4016140   2.6090485      0.0241487231       2832.41                     2.36034      117290.25935                    97.74188
625          312.9011882   2.6097750      0.0241182731       8892.35                     7.41029      368697.62436                   307.24802
626          313.4007626   2.6105013      0.0240879124       8170.97                     6.80914      339214.53478                   282.67878
627          313.9003371   2.6112275      0.0240576406        864.91                     0.72076       35951.57206                    29.95964
628          314.3999117   2.6119537      0.0240274573      15140.88                    12.61740      630149.07457                   525.12423
629          314.8994865   2.6126797      0.0239973622       5986.54                     4.98878      249466.58559                   207.88882
630          315.3990614   2.6134057      0.0239673547      20499.91                    17.08326      855326.34972                   712.77196
631          315.8986365   2.6141315      0.0239374345      19617.63                    16.34802      819537.69807                   682.94808
632          316.3982117   2.6148573      0.0239076013       6250.45                     5.20871      261441.95396                   217.86829
633          316.8977870   2.6155829      0.0238778546       6182.31                     5.15193      258913.96457                   215.76164
634          317.3973625   2.6163085      0.0238481940      15396.66                    12.83055      645611.15111                   538.00929
635          317.8969381   2.6170339      0.0238186192      21622.84                    18.01903      907812.48938                   756.51041
636          318.3965139   2.6177593      0.0237891298       4009.97                     3.34164      168563.12277                   140.46927
637          318.8960898   2.6184845      0.0237597253      12950.38                    10.79198      545055.96526                   454.21330
638          319.3956658   2.6192097      0.0237304054       8912.37                     7.42698      375567.54060                   312.97295
639          319.8952420   2.6199348      0.0237011698       3292.57                     2.74381      138920.14747                   115.76679
640          320.3948183   2.6206597      0.0236720180      11950.80                     9.95900      504849.22794                   420.70769
641          320.8943947   2.6213846      0.0236429497       4668.92                     3.89077      197476.20612                   164.56351
642          321.3939713   2.6221094      0.0236139644       7944.66                     6.62055      336439.05998                   280.36588
643          321.8935480   2.6228341      0.0235850620       4941.34                     4.11778      209511.42749                   174.59286
644          322.3931249   2.6235587      0.0235562419      14682.93                    12.23578      623313.77344                   519.42814
645          322.8927019   2.6242832      0.0235275038      15380.45                    12.81704      653722.13564                   544.76845
646          323.3922790   2.6250076      0.0234988473       7965.70                     6.63808      338982.58502                   282.48549
647          323.8918563   2.6257319      0.0234702721      21066.66                    17.55555      897589.08197                   747.99090
648          324.3914337   2.6264561      0.0234417779      18864.55                    15.72046      804740.58378                   670.61715
649          324.8910112   2.6271802      0.0234133642       3259.50                     2.71625      139215.36331                   116.01280
650          325.3905889   2.6279043      0.0233850307      11860.91                     9.88409      507200.95899                   422.66747
651          325.8901668   2.6286282      0.0233567771      13502.87                    11.25239      578113.57886                   481.76132
652          326.3897447   2.6293520      0.0233286030      10369.36                     8.64113      444491.25376                   370.40938
653          326.8893228   2.6300758      0.0233005081       2873.40                     2.39450      123319.19929                   102.76600
654          327.3889011   2.6307994      0.0232724920      12116.02                    10.09668      520615.49789                   433.84625
655          327.8884794   2.6315230      0.0232445544      13514.48                    11.26207      581404.13418                   484.50345
656          328.3880580   2.6322465      0.0232166949       2033.65                     1.69471       87594.29417                    72.99525
657          328.8876366   2.6329698      0.0231889132       9122.48                     7.60207      393398.34213                   327.83195
658          329.3872154   2.6336931      0.0231612089       3327.01                     2.77251      143645.78324                   119.70482
659          329.8867944   2.6344163      0.0231335818      17154.30                    14.29525      741532.37994                   617.94365
660          330.3863734   2.6351394      0.0231060315      20471.29                    17.05941      885971.69855                   738.30975
661          330.8859526   2.6358624      0.0230785577       1846.08                     1.53840       79991.13402                    66.65928
662          331.3855320   2.6365853      0.0230511600      16672.59                    13.89382      723286.37843                   602.73865
663          331.8851115   2.6373082      0.0230238380       8089.72                     6.74143      351362.79142                   292.80233
664          332.3846911   2.6380309      0.0229965916       5098.78                     4.24898      221718.94388                   184.76579
665          332.8842709   2.6387536      0.0229694203       7504.57                     6.25381      326720.04352                   272.26670
